Date,Stock Price,Interest Rate (%),Inflation Rate (%),GDP Growth Rate (%),Market Index
2011-04-25,38539.4,4.52,3.78,4.28,23348.5
2011-04-26,43322.94,7.06,3.26,7.24,39892.99
2011-04-27,46308.69,4.47,5.47,4.48,14899.25
2011-04-28,35454.35,5.23,5.85,7.3,40311.71
2011-04-29,43240.11,6.64,3.22,8.06,27961.77
2011-04-30,41294.14,6.46,2.25,8.06,39625.87
2011-05-01,55552.11,7.94,6.24,8.71,22494.21
2011-05-02,17045.09,4.13,2.05,8.97,23181.82
2011-05-03,27643.34,6.31,6.69,3.54,36802.96
2011-05-04,57768.52,6.05,5.14,5.4,37904.87
2011-05-05,55061.87,7.58,3.61,7.81,19578.27
2011-05-06,35504.55,3.78,3.23,6.49,44104.75
2011-05-07,42905.97,6.76,2.05,4.33,14788.17
2011-05-08,27482.15,5.84,3.18,6.87,14260.6
2011-05-09,23465.45,4.37,2.69,5.85,31651.64
2011-05-10,35866.43,5.37,5.06,5.73,35850.45
2011-05-11,30900.85,4.67,2.83,8.67,43709.24
2011-05-12,41264.53,5.9,4.64,5.85,25363.21
2011-05-13,18498.06,7.45,4.95,3.19,12834.62
2011-05-14,58847.77,5.85,3.49,3.41,31895.58
2011-05-15,59379.48,6.16,2.18,8.99,21559.97
2011-05-16,46417.28,5.59,2.19,9.72,26287.25
2011-05-17,39124.34,3.26,2.13,7.82,28119.49
2011-05-18,28928.74,4.16,5.7,5.55,14128.92
2011-05-19,51620.78,5.46,3.59,9.57,28037.4
2011-05-20,45812.9,4.55,5.98,7.64,26068.55
2011-05-21,22317.76,3.91,4.16,8.91,35513.96
2011-05-22,55991.72,5.52,4.26,8.36,33306.98
2011-05-23,52014.18,4.61,4.56,5.65,18112.12
2011-05-24,57741.0,4.29,5.57,6.35,18802.58
2011-05-25,47657.38,5.32,3.37,4.3,20283.2
2011-05-26,42603.68,3.67,2.61,5.04,17905.36
2011-05-27,33820.94,7.64,4.78,8.45,33688.04
2011-05-28,56972.78,7.34,3.63,9.26,44816.2
2011-05-29,53972.88,6.54,4.21,8.07,33519.58
2011-05-30,17034.84,3.53,5.23,6.26,32020.49
2011-05-31,16186.51,6.88,4.47,3.61,25527.62
2011-06-01,31940.85,7.04,5.1,3.4,22315.15
2011-06-02,51474.9,6.84,4.72,5.62,42065.43
2011-06-03,59427.43,3.57,5.7,6.25,43977.06
2011-06-04,21768.76,6.22,5.53,7.26,28393.61
2011-06-05,41735.88,7.17,4.67,3.05,21576.62
2011-06-06,32140.09,5.89,5.39,9.93,37414.03
2011-06-07,58646.15,6.23,6.37,5.55,16371.07
2011-06-08,52895.35,5.29,4.16,8.94,37264.41
2011-06-09,52724.79,5.64,4.06,6.74,39025.3
2011-06-10,36091.19,3.17,5.82,3.91,16121.83
2011-06-11,33666.88,6.19,4.91,8.58,44236.43
2011-06-12,27303.32,3.41,2.36,7.97,44521.91
2011-06-13,17536.9,5.18,6.46,6.69,42911.74
2011-06-14,53912.51,4.46,2.15,6.6,28369.15
2011-06-15,51580.55,5.73,5.74,3.61,20120.45
2011-06-16,59987.3,3.67,5.79,7.59,31206.31
2011-06-17,59848.66,6.46,6.77,9.38,25857.82
2011-06-18,39994.43,6.98,2.27,3.65,18796.31
2011-06-19,49604.43,3.82,4.98,4.84,25981.32
2011-06-20,57514.46,3.52,4.14,9.32,33908.36
2011-06-21,53234.13,3.73,3.65,4.99,14340.14
2011-06-22,26130.66,7.39,2.45,7.58,23002.79
2011-06-23,35274.49,5.64,4.81,6.74,12587.23
2011-06-24,20812.17,5.34,4.4,7.17,36733.35
2011-06-25,57932.3,3.53,2.52,5.91,33142.81
2011-06-26,42277.86,6.25,5.06,5.1,14068.18
2011-06-27,25288.93,7.34,5.69,3.34,43836.34
2011-06-28,45226.53,7.14,5.84,8.21,12746.51
2011-06-29,42815.77,6.13,6.53,8.22,31468.7
2011-06-30,31117.32,3.38,4.05,7.7,37620.13
2011-07-01,20110.09,3.56,6.77,7.51,38000.58
2011-07-02,45220.79,3.25,6.33,4.71,13131.41
2011-07-03,38413.85,4.29,3.48,3.16,41911.7
2011-07-04,49754.33,3.68,2.8,8.66,42308.91
2011-07-05,38407.36,4.3,4.18,6.44,30525.88
2011-07-06,53348.17,4.93,4.01,5.15,27908.75
2011-07-07,39835.81,7.71,4.88,3.71,13480.63
2011-07-08,40242.21,6.05,4.92,3.44,30544.49
2011-07-09,54449.41,7.17,5.75,5.44,25509.51
2011-07-10,33156.73,6.55,4.55,8.63,37502.61
2011-07-11,21030.69,3.56,2.52,9.43,25328.16
2011-07-12,16295.22,6.68,6.29,9.28,34558.17
2011-07-13,48981.18,4.38,3.55,9.44,15346.47
2011-07-14,42913.93,6.2,6.86,9.35,16387.42
2011-07-15,46683.59,4.7,2.59,6.69,16610.44
2011-07-16,24583.39,7.99,6.79,4.54,13502.34
2011-07-17,21136.72,4.32,2.46,8.59,29863.85
2011-07-18,15654.51,4.4,3.16,4.5,38200.93
2011-07-19,30776.44,7.65,2.23,4.87,32143.57
2011-07-20,41546.3,3.12,5.53,4.63,30973.51
2011-07-21,32650.98,6.48,6.25,6.6,34460.59
2011-07-22,34686.37,6.63,4.17,5.25,23208.3
2011-07-23,55687.14,7.18,6.64,4.08,23944.48
2011-07-24,30671.5,7.87,4.95,6.17,22370.91
2011-07-25,38129.53,7.88,5.15,9.12,35499.59
2011-07-26,50264.39,3.33,6.23,6.99,17334.13
2011-07-27,32844.43,7.11,3.48,9.15,12429.83
2011-07-28,42993.9,6.23,3.77,4.37,31674.48
2011-07-29,53806.37,6.24,6.53,4.17,43098.59
2011-07-30,57728.43,3.64,6.5,7.03,32110.46
2011-07-31,21618.31,6.25,6.88,6.24,37836.41
2011-08-01,56696.44,7.91,6.51,7.62,34202.09
2011-08-02,37145.23,7.56,2.64,8.56,28415.41
2011-08-03,26621.0,5.2,6.12,8.26,35706.95
2011-08-04,35661.11,3.2,4.05,9.6,39195.44
2011-08-05,59101.47,4.81,6.95,5.79,19416.14
2011-08-06,37167.81,7.13,4.36,4.44,23092.31
2011-08-07,29793.82,6.51,4.77,6.86,19382.95
2011-08-08,43503.04,5.3,4.65,3.78,26921.71
2011-08-09,25806.55,3.28,3.61,5.02,41207.13
2011-08-10,18413.85,5.13,2.38,4.46,23391.83
2011-08-11,20799.59,5.35,6.48,5.78,24357.41
2011-08-12,20762.06,7.64,6.01,3.78,40392.12
2011-08-13,21835.62,6.21,2.7,3.22,29007.35
2011-08-14,21247.22,4.56,5.88,7.6,29669.82
2011-08-15,43839.36,5.63,5.13,7.27,40406.44
2011-08-16,23184.6,3.33,4.05,7.96,28187.38
2011-08-17,30555.03,7.86,3.27,7.62,34491.4
2011-08-18,55355.48,4.8,6.3,3.8,14826.27
2011-08-19,36328.27,5.39,5.5,5.04,17894.85
2011-08-20,45040.1,4.78,4.74,3.91,25344.41
2011-08-21,22754.39,6.41,5.05,8.9,28329.69
2011-08-22,23653.01,6.31,2.46,8.23,43869.21
2011-08-23,16839.09,6.58,4.37,4.41,44031.5
2011-08-24,22602.08,4.34,2.97,5.39,40089.5
2011-08-25,27536.57,4.58,3.04,9.77,22414.76
2011-08-26,22965.47,3.63,5.31,7.16,43812.93
2011-08-27,18991.61,6.28,6.56,8.61,34748.25
2011-08-28,20428.61,3.2,4.02,4.85,24967.02
2011-08-29,35735.04,5.99,3.04,4.47,35155.27
2011-08-30,24285.02,7.35,5.24,8.49,12545.25
2011-08-31,31392.14,7.45,6.36,7.8,16823.1
2011-09-01,37653.78,5.25,5.74,7.77,39379.63
2011-09-02,46067.77,5.3,6.34,6.87,33303.93
2011-09-03,16769.05,3.38,4.68,6.95,24018.43
2011-09-04,50973.47,6.35,5.76,8.15,28522.0
2011-09-05,43255.52,7.11,2.7,4.89,41869.69
2011-09-06,18679.16,4.22,3.74,5.47,32842.08
2011-09-07,54311.04,5.11,3.95,9.1,25138.93
2011-09-08,56439.26,7.19,4.56,5.16,15970.78
2011-09-09,17748.51,7.39,6.65,6.82,21693.64
2011-09-10,27459.49,4.22,6.37,7.92,44285.23
2011-09-11,51279.06,5.75,2.67,10.0,26432.98
2011-09-12,48671.69,3.96,2.86,6.05,27570.7
2011-09-13,23303.45,3.51,3.79,6.0,28453.74
2011-09-14,24420.72,7.56,3.45,8.9,41175.43
2011-09-15,31671.24,7.1,5.07,8.64,31929.63
2011-09-16,36803.53,6.8,6.51,8.12,34891.34
2011-09-17,42821.46,3.24,6.81,6.24,24850.65
2011-09-18,31601.11,7.22,5.27,5.27,12959.89
2011-09-19,35814.06,5.19,6.19,7.26,42722.11
2011-09-20,48636.19,4.71,4.63,9.13,43321.21
2011-09-21,16650.74,5.73,3.04,9.19,43322.05
2011-09-22,26359.66,3.46,4.62,3.76,43141.67
2011-09-23,47100.73,6.78,4.78,6.0,38902.98
2011-09-24,55284.31,5.91,5.71,6.25,34591.67
2011-09-25,38025.48,3.93,3.1,9.84,39868.83
2011-09-26,38945.11,3.94,3.84,7.75,31818.03
2011-09-27,19822.74,3.92,3.82,5.85,16434.2
2011-09-28,35133.56,3.29,6.8,3.18,24910.2
2011-09-29,38967.78,5.94,4.22,6.96,44052.73
2011-09-30,25911.17,7.2,5.78,3.67,23587.55
2011-10-01,27115.95,3.09,5.75,8.84,40638.32
2011-10-02,31977.79,3.25,3.33,8.27,15075.98
2011-10-03,15903.2,5.86,4.86,6.22,23028.07
2011-10-04,29493.56,7.1,6.47,6.0,23581.46
2011-10-05,24515.16,4.63,4.38,9.28,13702.88
2011-10-06,29737.38,4.75,6.73,5.02,15930.11
2011-10-07,20389.3,5.98,3.07,4.74,18374.45
2011-10-08,55073.73,4.37,2.37,9.57,39647.91
2011-10-09,41711.66,3.13,6.46,8.66,14092.27
2011-10-10,45559.6,6.68,6.24,8.74,21857.13
2011-10-11,50512.71,6.13,6.96,4.37,12335.78
2011-10-12,37429.9,5.9,5.4,4.0,34955.72
2011-10-13,18911.41,6.71,6.68,3.18,32470.0
2011-10-14,39169.79,6.38,6.13,4.66,33284.41
2011-10-15,41407.85,4.03,6.22,8.42,24354.63
2011-10-16,48544.78,4.76,4.85,4.68,18872.84
2011-10-17,34424.68,3.63,3.91,8.1,35770.57
2011-10-18,20741.11,3.65,6.67,4.76,38766.89
2011-10-19,27769.92,6.38,4.16,5.77,16573.85
2011-10-20,31338.7,7.29,4.69,9.88,28065.37
2011-10-21,44066.28,7.81,4.23,4.71,20207.62
2011-10-22,40685.02,6.14,4.82,5.63,17547.53
2011-10-23,31024.35,3.92,4.35,5.11,36232.74
2011-10-24,59393.19,3.53,2.24,3.77,29757.2
2011-10-25,42259.87,7.06,6.41,6.43,19134.12
2011-10-26,25675.21,5.89,4.22,5.65,22230.0
2011-10-27,19580.21,6.09,4.94,7.86,43899.57
2011-10-28,21878.66,6.91,2.7,8.72,40006.43
2011-10-29,26068.1,6.52,2.02,6.81,41038.24
2011-10-30,22230.66,7.17,3.23,3.23,27180.4
2011-10-31,23395.52,3.28,5.52,7.33,32585.64
2011-11-01,27829.28,6.74,2.5,3.39,24433.34
2011-11-02,22801.81,7.25,6.54,7.31,14564.5
2011-11-03,55354.44,4.43,3.08,7.8,25235.29
2011-11-04,18610.52,6.2,3.02,4.38,31601.36
2011-11-05,38603.01,4.57,2.91,8.74,21475.76
2011-11-06,33467.86,7.79,2.07,9.38,39982.37
2011-11-07,59207.04,3.17,5.86,8.69,16986.31
2011-11-08,20041.75,5.9,6.38,5.14,24115.26
2011-11-09,32903.5,3.83,5.07,7.11,16121.83
2011-11-10,58626.17,6.56,2.94,9.4,25359.46
2011-11-11,53947.82,3.88,3.43,5.24,13308.82
2011-11-12,51768.24,4.18,4.38,8.74,20994.13
2011-11-13,26605.63,5.47,6.77,3.07,25224.26
2011-11-14,22689.94,7.57,3.24,3.03,27779.46
2011-11-15,45088.94,4.06,5.66,8.32,29941.98
2011-11-16,56821.92,3.72,4.2,8.33,21074.71
2011-11-17,40054.33,6.79,3.49,8.52,29260.36
2011-11-18,40722.57,5.5,4.28,9.51,28797.15
2011-11-19,27599.06,7.56,2.36,3.83,22433.88
2011-11-20,49627.18,3.73,5.99,4.62,39396.61
2011-11-21,23416.97,6.23,3.22,9.33,30006.16
2011-11-22,29565.57,4.16,5.63,4.24,22964.9
2011-11-23,34144.64,3.78,2.34,7.78,43262.17
2011-11-24,37842.47,6.42,6.78,6.71,39888.71
2011-11-25,25908.44,5.97,2.97,3.58,44425.4
2011-11-26,20167.66,6.77,6.41,5.0,34843.72
2011-11-27,42477.9,4.55,6.05,6.64,24481.36
2011-11-28,27988.37,5.24,6.84,8.97,21268.4
2011-11-29,41155.72,5.03,4.39,7.95,33889.49
2011-11-30,21946.32,7.92,5.64,7.35,44366.95
2011-12-01,36651.3,4.46,3.85,6.47,32681.6
2011-12-02,38966.52,4.47,2.92,5.09,41093.29
2011-12-03,17332.06,4.77,4.22,3.83,22860.41
2011-12-04,30147.19,5.82,2.83,5.86,25429.47
2011-12-05,21048.66,4.26,6.91,3.2,41907.08
2011-12-06,17851.87,7.58,2.48,4.48,36976.6
2011-12-07,59548.21,4.33,4.95,6.03,44386.54
2011-12-08,29505.92,7.48,5.13,5.93,37567.22
2011-12-09,51444.35,3.52,4.69,3.31,26801.02
2011-12-10,26458.83,6.28,5.31,7.12,29525.24
2011-12-11,45667.62,7.53,2.58,6.85,41717.01
2011-12-12,49210.25,3.84,4.78,3.55,30204.34
2011-12-13,41803.74,7.84,3.44,9.6,20428.11
2011-12-14,36220.93,5.26,6.7,3.7,26375.45
2011-12-15,33532.84,7.73,5.81,8.98,29038.43
2011-12-16,30699.07,6.38,6.86,3.0,15191.75
2011-12-17,56828.81,4.51,2.19,9.18,36544.17
2011-12-18,52377.87,3.94,3.43,3.14,15608.68
2011-12-19,58426.21,4.52,2.98,8.3,25362.28
2011-12-20,20593.38,3.47,2.06,5.53,38552.54
2011-12-21,47889.04,3.72,3.21,8.17,27429.82
2011-12-22,57225.32,3.52,5.39,5.81,39786.51
2011-12-23,23155.49,5.11,3.16,3.5,23282.08
2011-12-24,17992.33,6.98,4.55,8.37,43602.0
2011-12-25,48350.43,3.71,6.44,3.5,18912.46
2011-12-26,40851.29,3.65,5.47,9.45,13262.72
2011-12-27,52882.29,6.22,3.97,3.36,40790.08
2011-12-28,21289.76,3.99,3.86,6.36,36822.69
2011-12-29,50787.03,3.49,4.28,8.06,19655.47
2011-12-30,24073.23,3.83,2.89,5.75,44496.47
2011-12-31,22364.52,7.62,5.17,4.52,28575.24
2012-01-01,22391.96,7.11,3.82,8.31,43385.16
2012-01-02,51655.86,4.77,6.26,8.49,28665.95
2012-01-03,44933.87,6.28,5.78,9.46,27571.86
2012-01-04,38537.94,5.69,5.05,5.63,26821.57
2012-01-05,31147.37,6.39,3.82,6.54,23050.88
2012-01-06,54474.02,6.41,3.05,5.54,29612.15
2012-01-07,32660.03,6.14,5.88,4.8,26934.3
2012-01-08,51746.97,4.33,4.43,8.26,13212.65
2012-01-09,34761.07,3.2,3.12,5.38,20594.36
2012-01-10,31962.5,5.28,2.98,6.0,19033.05
2012-01-11,35820.59,7.45,2.83,5.83,40625.37
2012-01-12,28562.0,5.85,5.89,7.99,31762.71
2012-01-13,48642.42,7.16,3.14,9.42,37201.54
2012-01-14,37622.42,7.96,4.63,7.67,43575.26
2012-01-15,25449.57,3.82,4.26,6.3,33253.3
2012-01-16,55480.86,6.46,4.9,8.45,44426.13
2012-01-17,32275.1,6.37,6.39,7.49,22288.21
2012-01-18,39459.88,7.9,6.34,3.42,18146.82
2012-01-19,55791.24,7.93,4.26,3.67,25309.23
2012-01-20,43090.71,6.43,2.08,3.27,27536.38
2012-01-21,20260.41,4.22,4.13,6.2,41546.93
2012-01-22,57292.45,6.99,5.03,8.78,30478.03
2012-01-23,43246.86,3.54,4.79,5.19,21641.97
2012-01-24,30070.75,6.9,5.26,5.69,36506.93
2012-01-25,21267.24,7.55,2.77,9.37,28692.45
2012-01-26,50731.13,4.91,5.23,8.86,17350.35
2012-01-27,42903.27,6.15,2.91,7.66,31035.05
2012-01-28,39005.75,5.15,5.75,4.87,42076.02
2012-01-29,55225.17,5.19,3.7,3.82,39806.55
2012-01-30,50486.87,4.55,5.55,3.11,31364.73
2012-01-31,21825.37,6.81,2.24,3.75,24443.74
2012-02-01,29027.49,7.68,4.04,5.05,14870.3
2012-02-02,26182.01,7.7,5.53,6.86,27498.41
2012-02-03,48477.58,3.87,3.13,3.45,36818.62
2012-02-04,16508.96,7.37,5.98,3.95,23889.03
2012-02-05,40645.04,6.69,5.15,4.27,19769.75
2012-02-06,49310.64,4.26,4.94,7.42,42735.53
2012-02-07,54454.45,3.34,3.77,7.31,39111.34
2012-02-08,30393.68,4.34,4.41,6.86,33063.1
2012-02-09,51956.58,7.56,4.99,4.75,16513.85
2012-02-10,19978.43,6.17,4.36,5.6,16781.99
2012-02-11,53090.35,6.61,5.49,3.68,15406.25
2012-02-12,20736.99,4.29,4.17,4.59,32337.79
2012-02-13,32877.93,6.6,3.01,9.28,15813.57
2012-02-14,50878.29,3.14,3.07,9.86,39806.7
2012-02-15,21746.28,4.88,2.03,7.53,44767.85
2012-02-16,25316.31,6.13,3.5,9.42,24089.49
2012-02-17,47501.37,3.73,5.74,7.5,26971.1
2012-02-18,47401.64,7.12,5.97,3.23,35485.02
2012-02-19,43851.64,4.18,3.01,9.98,42926.05
2012-02-20,46227.68,6.26,6.8,3.69,41505.09
2012-02-21,39422.6,5.03,4.51,7.78,13900.53
2012-02-22,26330.96,5.98,6.58,4.77,17579.37
2012-02-23,30556.32,3.54,5.53,5.74,36901.71
2012-02-24,23171.9,3.08,5.61,7.52,34733.47
2012-02-25,55880.28,7.55,2.43,6.06,16396.21
2012-02-26,41252.63,4.35,3.1,4.75,28568.13
2012-02-27,33038.31,7.1,2.04,5.34,37766.88
2012-02-28,35790.26,8.0,5.58,5.39,19219.76
2012-02-29,57627.75,4.06,3.72,9.72,40752.49
2012-03-01,21900.81,4.33,5.93,8.59,13748.07
2012-03-02,41380.34,6.31,3.69,6.21,37812.44
2012-03-03,37764.99,7.83,6.1,4.4,32322.02
2012-03-04,42515.44,7.58,2.65,8.68,22401.58
2012-03-05,15814.96,5.51,2.87,4.1,35790.77
2012-03-06,54245.58,6.98,3.7,4.47,37818.07
2012-03-07,56945.32,3.68,4.04,5.56,42818.67
2012-03-08,40430.99,7.89,3.74,9.16,24136.56
2012-03-09,46349.29,7.82,5.82,3.92,34638.55
2012-03-10,56512.47,3.82,2.48,3.86,31886.34
2012-03-11,46825.74,4.5,3.76,6.46,29331.8
2012-03-12,21864.26,3.5,6.19,4.93,41383.74
2012-03-13,40932.98,4.36,2.33,6.98,12104.52
2012-03-14,42302.18,7.08,6.71,6.16,21309.68
2012-03-15,34085.88,4.89,6.93,6.04,29763.15
2012-03-16,48139.99,3.44,2.44,3.78,17883.68
2012-03-17,57046.52,4.71,3.46,3.99,41959.6
2012-03-18,56650.58,7.91,3.86,8.75,33370.64
2012-03-19,35287.77,6.15,5.88,9.2,27770.14
2012-03-20,20095.71,5.08,4.98,4.64,38885.16
2012-03-21,59317.85,3.83,5.22,3.79,26879.24
2012-03-22,52750.41,7.93,5.79,3.37,30435.55
2012-03-23,20609.82,7.1,2.59,7.26,12090.78
2012-03-24,56437.88,4.41,6.17,8.01,24068.12
2012-03-25,54145.34,3.35,5.53,5.61,16580.09
2012-03-26,38347.71,3.28,4.89,7.76,34759.73
2012-03-27,41607.39,3.6,6.45,7.99,27807.89
2012-03-28,32955.12,5.9,5.5,9.55,21958.0
2012-03-29,17464.27,7.64,3.01,3.45,27438.47
2012-03-30,30083.88,5.48,4.15,4.35,18917.79
2012-03-31,51128.41,7.21,4.47,3.48,42527.86
2012-04-01,15208.44,5.23,2.28,9.08,13781.1
2012-04-02,30007.46,6.54,6.77,8.55,40558.76
2012-04-03,32917.59,6.66,2.64,7.02,28874.84
2012-04-04,39182.8,3.87,5.49,3.59,32425.23
2012-04-05,56393.5,4.81,4.53,4.91,21985.99
2012-04-06,30585.57,6.19,2.13,5.08,43901.02
2012-04-07,30612.89,3.35,6.62,6.93,21301.08
2012-04-08,48187.56,4.81,6.26,4.81,31432.97
2012-04-09,35349.81,5.67,4.62,3.51,44782.75
2012-04-10,25107.22,7.98,3.14,8.12,41076.12
2012-04-11,35359.78,5.37,2.61,5.09,29698.88
2012-04-12,21338.57,7.08,3.82,6.17,44682.36
2012-04-13,22937.41,5.16,3.28,3.89,35145.21
2012-04-14,37426.55,6.98,4.53,8.62,18887.11
2012-04-15,33851.65,5.98,6.83,6.96,25384.67
2012-04-16,56168.07,7.43,4.87,9.31,23038.28
2012-04-17,31307.73,5.05,6.45,6.47,23352.45
2012-04-18,41126.48,6.02,5.25,9.59,37095.06
2012-04-19,43451.89,6.15,4.38,9.24,31280.68
2012-04-20,15589.25,5.09,6.27,7.04,13257.06
2012-04-21,44859.18,3.72,4.36,9.54,40955.8
2012-04-22,23011.62,3.47,6.34,5.26,21794.27
2012-04-23,58248.16,3.08,3.46,5.56,44903.47
2012-04-24,21689.82,7.37,2.64,3.32,43488.29
2012-04-25,33658.09,4.18,6.28,7.12,43037.51
2012-04-26,18840.74,4.06,4.94,8.05,38767.21
2012-04-27,59859.34,6.68,6.45,8.41,19280.24
2012-04-28,37598.78,4.6,6.69,4.05,29576.88
2012-04-29,41792.33,5.53,2.27,6.11,19401.99
2012-04-30,18018.44,3.81,4.5,4.24,20569.29
2012-05-01,48748.22,7.8,3.87,7.63,32161.41
2012-05-02,24445.75,7.26,5.13,4.11,13347.51
2012-05-03,55412.44,7.32,5.97,9.33,43992.13
2012-05-04,24231.28,5.03,3.4,4.61,42316.21
2012-05-05,23580.95,6.81,4.78,5.04,24565.33
2012-05-06,16644.74,3.72,5.54,8.96,29008.94
2012-05-07,36243.01,3.04,2.67,6.21,27381.94
2012-05-08,40417.85,3.1,6.07,3.17,41112.59
2012-05-09,17956.89,5.93,5.03,6.46,34723.86
2012-05-10,49898.74,5.28,6.75,3.59,21177.67
2012-05-11,35398.0,5.59,3.7,9.9,26745.76
2012-05-12,38597.56,3.04,2.54,7.12,26155.88
2012-05-13,34834.32,5.11,4.53,4.8,43658.06
2012-05-14,33034.34,6.59,2.43,6.95,17785.26
2012-05-15,40183.81,5.21,6.85,3.54,14956.02
2012-05-16,21985.81,6.66,2.19,8.6,41060.42
2012-05-17,23186.77,4.17,5.77,9.48,41590.64
2012-05-18,53780.35,7.07,4.63,9.12,40767.39
2012-05-19,57575.2,5.94,3.84,5.39,28862.24
2012-05-20,31798.92,4.05,2.33,5.28,33771.57
2012-05-21,27183.51,4.18,5.11,3.25,30590.98
2012-05-22,43979.98,6.14,4.93,7.56,14291.78
2012-05-23,33393.04,7.15,3.4,6.74,31662.55
2012-05-24,16142.39,5.08,6.55,6.22,12449.27
2012-05-25,22026.87,4.29,3.52,9.35,22724.58
2012-05-26,47218.75,7.34,4.25,4.18,42765.66
2012-05-27,44651.58,6.35,4.72,3.07,22033.49
2012-05-28,16219.32,5.24,2.5,3.51,43014.28
2012-05-29,24988.75,5.44,6.66,4.56,20254.42
2012-05-30,25398.37,4.02,3.87,3.23,22380.55
2012-05-31,45235.17,6.13,2.4,6.52,32737.45
2012-06-01,15886.97,4.79,3.94,5.2,37133.69
2012-06-02,19684.89,7.98,5.0,4.26,28545.8
2012-06-03,50996.22,5.4,4.57,8.25,41109.82
2012-06-04,23034.51,5.43,5.47,4.43,13327.93
2012-06-05,44373.57,5.83,2.28,7.81,42432.43
2012-06-06,25718.23,7.58,3.42,5.44,18478.16
2012-06-07,19474.86,7.0,6.1,6.58,41179.88
2012-06-08,25942.75,5.26,2.4,9.54,25228.48
2012-06-09,47502.01,6.59,6.28,3.26,39480.98
2012-06-10,53506.34,5.93,2.46,6.5,34164.96
2012-06-11,52359.89,5.46,6.17,8.98,17806.07
2012-06-12,32873.26,3.96,3.8,7.12,42295.57
2012-06-13,45063.83,5.32,5.06,4.94,20102.07
2012-06-14,24224.29,4.23,2.76,5.78,20056.62
2012-06-15,28191.65,7.57,2.33,7.76,38867.9
2012-06-16,55335.11,4.68,3.08,9.24,15493.82
2012-06-17,15585.09,7.76,2.64,3.29,19327.18
2012-06-18,18847.88,5.67,3.56,3.5,28621.36
2012-06-19,24354.88,6.16,4.57,5.28,39405.74
2012-06-20,16193.95,5.71,4.94,4.63,16866.97
2012-06-21,23164.59,3.65,5.95,4.85,30073.05
2012-06-22,41236.87,4.88,5.28,4.55,35470.94
2012-06-23,33964.1,3.5,5.04,4.37,40399.64
2012-06-24,55170.23,6.11,4.06,3.91,42873.66
2012-06-25,51784.96,5.23,4.37,9.54,37893.12
2012-06-26,30381.78,6.89,4.07,4.01,33543.34
2012-06-27,26674.05,4.1,6.21,4.43,26309.46
2012-06-28,32086.16,3.82,3.15,4.72,15699.64
2012-06-29,41563.27,5.03,2.03,9.53,35421.33
2012-06-30,27062.86,7.63,5.26,8.29,44760.33
2012-07-01,43086.7,6.55,3.01,8.53,36313.1
2012-07-02,33423.52,5.09,6.45,3.73,12551.47
2012-07-03,39842.12,5.59,6.3,8.85,28376.58
2012-07-04,34625.69,3.42,2.38,5.86,32283.34
2012-07-05,28250.96,7.92,2.53,4.84,34759.25
2012-07-06,57680.4,6.33,4.48,7.03,35750.95
2012-07-07,49362.26,4.43,5.05,8.76,30417.58
2012-07-08,21305.09,5.93,3.37,8.45,19370.89
2012-07-09,54081.06,3.55,5.58,9.23,43092.62
2012-07-10,36934.4,7.83,4.97,9.5,34989.99
2012-07-11,55254.85,3.87,3.62,4.67,19815.72
2012-07-12,50993.49,6.24,2.13,5.97,22636.62
2012-07-13,34134.61,4.23,5.75,3.1,42423.61
2012-07-14,16011.12,6.59,3.07,9.16,41287.01
2012-07-15,27090.48,6.88,6.17,4.08,25369.83
2012-07-16,39373.54,6.37,4.1,9.03,13264.14
2012-07-17,43506.52,6.07,4.89,5.31,13600.41
2012-07-18,26604.95,7.46,6.36,5.58,21369.3
2012-07-19,21271.02,3.39,6.32,3.27,32761.03
2012-07-20,52571.86,4.65,3.86,5.29,31278.42
2012-07-21,59298.1,4.24,3.04,9.22,32916.32
2012-07-22,38656.06,7.94,5.88,3.18,35670.34
2012-07-23,22725.57,4.95,4.17,5.84,12628.06
2012-07-24,27253.83,6.66,2.96,3.22,15467.82
2012-07-25,15827.58,6.42,6.52,5.6,23862.95
2012-07-26,56143.45,4.06,2.99,4.21,17110.38
2012-07-27,20298.8,4.19,2.13,4.77,14485.56
2012-07-28,40943.24,4.41,2.1,9.14,33151.83
2012-07-29,27332.48,5.06,5.11,6.05,38906.1
2012-07-30,39938.01,4.17,5.31,4.92,36836.68
2012-07-31,44313.92,3.1,3.56,7.13,38962.31
2012-08-01,52338.38,7.4,3.6,3.99,33973.27
2012-08-02,24288.96,7.83,3.7,4.82,36266.4
2012-08-03,15494.81,4.71,5.4,6.82,20968.7
2012-08-04,21159.85,4.69,2.29,4.66,44769.27
2012-08-05,55500.84,3.04,6.65,7.75,18044.47
2012-08-06,54325.05,6.4,3.11,6.44,19078.3
2012-08-07,41883.59,7.13,7.0,8.4,21534.42
2012-08-08,42023.26,3.73,2.86,9.64,44185.97
2012-08-09,44926.65,3.8,5.86,3.81,44613.52
2012-08-10,22891.71,6.95,3.12,5.34,38231.49
2012-08-11,56148.54,6.08,2.4,5.24,32758.9
2012-08-12,33844.67,3.22,6.37,4.06,29162.06
2012-08-13,32241.23,6.11,6.29,8.67,44030.49
2012-08-14,38351.3,4.54,4.02,8.32,34955.55
2012-08-15,17113.47,4.84,5.51,6.39,43176.09
2012-08-16,22482.75,6.85,4.79,6.76,22446.18
2012-08-17,48211.51,7.05,6.26,3.42,23014.57
